song,artist,album,album_type,release_date,url,id
Sin Filtro,Mar Lucas,LA INOCENTE,album,2024-07-19,https://open.spotify.com/track/07v42N3nsvTaXVaysx9yXF,07v42N3nsvTaXVaysx9yXF
Mala Mala,Mar Lucas,LA INOCENTE,album,2024-07-19,https://open.spotify.com/track/6H8KHAldUTB3QXxM7zWrqA,6H8KHAldUTB3QXxM7zWrqA
Tú Sí,Mar Lucas,LA INOCENTE,album,2024-07-19,https://open.spotify.com/track/1p2D1SJyzxtK13uvyubeO5,1p2D1SJyzxtK13uvyubeO5
Todo Cansa,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/3kb7UuLOinNXq3MXexadsW,3kb7UuLOinNXq3MXexadsW
El Psiquiatra,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/2uiU7opjTgTNuDAiWXQZh3,2uiU7opjTgTNuDAiWXQZh3
El Primer Tonto,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/1n7OwKmPavS9prg9E1OAiF,1n7OwKmPavS9prg9E1OAiF
Que Vengan,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/4fnWRDyGJg35mLY2o2V5Sf,4fnWRDyGJg35mLY2o2V5Sf
Yo Quisiera,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/6TAekcemBXb2WKjqteRZjR,6TAekcemBXb2WKjqteRZjR
Aunque No Sea Conmigo,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/6ZNZPrrYWm56pC9zF1RTQt,6ZNZPrrYWm56pC9zF1RTQt
Amor O Dinero,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/6D6KsU3N8ujdJAwYMAsGDd,6D6KsU3N8ujdJAwYMAsGDd
Tu Excusa,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/7EmEIDxqlxZLHy6lDhmo2e,7EmEIDxqlxZLHy6lDhmo2e
Por Amor,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/2qCIJ1M3eKNLLtwjeLE4x6,2qCIJ1M3eKNLLtwjeLE4x6
Por Pensar En Ti,Joe Veras,El Primer Tonto,album,2024-07-19,https://open.spotify.com/track/44ZErInZbGwduktennYAyw,44ZErInZbGwduktennYAyw
